date,year,title,simple_title,artist,main_artist,peak_pos,last_pos,weeks,rank,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
4/18/15,2015,CoCo,coco,o.t. genasis,ot genasis,20,71,20,79,-8,https://embed.spotify.com/?uri=spotify:track:2JI71GHwq2LN8mtq3iCLYo,2JI71GHwq2LN8mtq3iCLYo,,"[u'dwn trap', u'gangster rap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,0.628,0.31,119.906,0.131,0.00215,1.15E-05,4,0.886,8,239574,-5.949,0.178,1
4/18/15,2015,I See You,i see you,luke bryan,luke bryan,41,97,19,100,-3,https://embed.spotify.com/?uri=spotify:track:3Z3D2hnbZnveVhTuOifJyt,3Z3D2hnbZnveVhTuOifJyt,,"[u'contemporary country', u'country', u'country road']",country,https://api.spotify.com/v1/audio-analysis/3Z3D2hnbZnveVhTuOifJyt,0.81,0.0464,129.988,0.0363,0.0884,0,4,0.661,6,185987,-3.363,0.722,1
4/18/15,2015,Apparently,apparently,j. cole,j cole,58,83,16,99,-16,https://embed.spotify.com/?uri=spotify:track:1HNs07uZxZniPNmniw2GTa,1HNs07uZxZniPNmniw2GTa,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USQX91402694,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop']",rap,https://api.spotify.com/v1/audio-analysis/1HNs07uZxZniPNmniw2GTa,0.543,0.116,133.982,0.091,0.564,0,4,0.801,5,293040,-9.236,0.534,1
4/11/15,2015,Make Me Wanna,make me wanna,thomas rhett,thomas rhett,43,89,20,95,-6,https://embed.spotify.com/?uri=spotify:track:0gLy1JjZc7sUeMhBnHDmlF,0gLy1JjZc7sUeMhBnHDmlF,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USLXJ1407162,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/0gLy1JjZc7sUeMhBnHDmlF,0.816,0.104,109.014,0.063,0.0403,0,3,0.538,9,226600,-6.352,0.644,1
4/11/15,2015,Just Gettin' Started,just gettin' started,jason aldean,jason aldean,54,70,18,94,-24,https://embed.spotify.com/?uri=spotify:track:236R5NRYWBknazG0Xq8qU5,236R5NRYWBknazG0Xq8qU5,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=US58E1492454,"[u'contemporary country', u'country', u'country road']",country,https://api.spotify.com/v1/audio-analysis/236R5NRYWBknazG0Xq8qU5,0.804,0.108,167.938,0.0819,0.407,1.00E-06,4,0.502,9,195391,-4.602,0.488,0
4/11/15,2015,Lonely Tonight,lonely tonight,blake shelton,blake shelton,47,80,17,88,-8,https://embed.spotify.com/?uri=spotify:track:1zbcFS5hS92oXNL3UZDfY0,1zbcFS5hS92oXNL3UZDfY0,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/1zbcFS5hS92oXNL3UZDfY0,0.747,0.0983,158.064,0.0358,0.0581,0,4,0.41,5,218040,-4.964,0.369,1
4/11/15,2015,Failure,failure,breaking benjamin,breaking benjamin,80,0,1,80,New,https://embed.spotify.com/?uri=spotify:track:2f1sMZx3jWEkswEHq6HFgV,2f1sMZx3jWEkswEHq6HFgV,,"[u'alternative metal', u'nu metal', u'pop punk', u'post-grunge', u'rap metal']",rap,https://api.spotify.com/v1/audio-analysis/2f1sMZx3jWEkswEHq6HFgV,0.885,0.0869,155.02,0.0375,4.22E-05,0.00333,4,0.467,1,214861,-4.852,0.437,1
4/11/15,2015,Baby Blue,baby blue,action bronson,action bronson,91,0,1,91,New,https://embed.spotify.com/?uri=spotify:track:7gDwRzJhLs0fFHaGtMDJVM,7gDwRzJhLs0fFHaGtMDJVM,,"[u'alternative hip hop', u'east coast hip hop', u'hip hop', u'pop rap', u'rap', u'underground hip hop']",rap,https://api.spotify.com/v1/audio-analysis/7gDwRzJhLs0fFHaGtMDJVM,0.487,0.136,85.027,0.0343,0.247,1.86E-05,4,0.828,6,280160,-6.142,0.761,0
4/4/15,2015,Chandelier,chandelier,sia,sia,8,47,46,46,1,https://embed.spotify.com/?uri=spotify:track:3D4QFgYa3P9P0gjmv4eX6I,3D4QFgYa3P9P0gjmv4eX6I,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81400104,"[u'australian dance', u'dance pop', u'pop']",pop,https://api.spotify.com/v1/audio-analysis/3D4QFgYa3P9P0gjmv4eX6I,0.784,0.0713,173.793,0.0749,0.0163,6.48E-05,4,0.286,1,216120,-2.873,0.618,1
4/4/15,2015,No Type,no type,rae sremmurd,rae sremmurd,16,50,26,49,1,https://embed.spotify.com/?uri=spotify:track:3BWxYPiMoUfNsPtSzRuXfw,3BWxYPiMoUfNsPtSzRuXfw,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402043,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/3BWxYPiMoUfNsPtSzRuXfw,0.488,0.0979,125.006,0.15,0.0107,0,4,0.862,6,199027,-8.386,0.214,1
4/4/15,2015,Mean To Me,mean to me,brett eldredge,brett eldredge,53,53,20,68,-15,https://embed.spotify.com/?uri=spotify:track:5FVuERsYqtKKAaWe62NBnv,5FVuERsYqtKKAaWe62NBnv,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1400831,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/5FVuERsYqtKKAaWe62NBnv,0.586,0.121,87.994,0.0313,0.115,1.69E-06,4,0.647,0,228907,-6.883,0.165,1
4/4/15,2015,The Heart Wants What It Wants,the heart wants what it wants,selena gomez,selena gomez,6,82,20,86,-4,https://embed.spotify.com/?uri=spotify:track:2jcPoPin36hyNRSi4ZsqeB,2jcPoPin36hyNRSi4ZsqeB,,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/2jcPoPin36hyNRSi4ZsqeB,0.789,0.142,83.066,0.0377,0.053,0,4,0.616,7,227373,-4.874,0.621,0
4/4/15,2015,I Lived,i lived,onerepublic,onerepublic,32,89,17,92,-3,https://embed.spotify.com/?uri=spotify:track:7D49Iig0avHre9RFSUMkd2,7D49Iig0avHre9RFSUMkd2,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71401983,"[u'dance pop', u'neo mellow', u'piano rock', u'pop', u'pop quebecois', u'pop rap', u'pop rock']",rap,https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,0.85,0.26,119.985,0.0452,0.0728,0,4,0.596,9,234547,-5.402,0.386,1
4/4/15,2015,The Hanging Tree,the hanging tree,james newton howard,james newton howard,12,73,17,100,-27,https://embed.spotify.com/?uri=spotify:track:5ONu4EF5vxDOCmBbQI6s0M,5ONu4EF5vxDOCmBbQI6s0M,,"[u'scorecore', u'soundtrack', u'video game music']",unknown,https://api.spotify.com/v1/audio-analysis/5ONu4EF5vxDOCmBbQI6s0M,0.0734,0.2,92.884,0.0333,0.383,0.0001,4,0.255,9,218507,-17.988,0.136,0
4/4/15,2015,You're So Beautiful,you're so beautiful,empire cast,empire cast,47,70,4,88,-18,https://embed.spotify.com/?uri=spotify:track:1PfdoFMSel0SdK2V0SdQWZ,1PfdoFMSel0SdK2V0SdQWZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USQX91500751,"[u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/1PfdoFMSel0SdK2V0SdQWZ,0.647,0.069,122.058,0.0774,0.00068,0,4,0.795,7,213440,-5.567,0.736,1
4/4/15,2015,The Blacker The Berry,the blacker the berry,kendrick lamar,kendrick lamar,66,0,1,66,New,https://embed.spotify.com/?uri=spotify:track:0mRxPVluGvxD6TitLPcbYt,0mRxPVluGvxD6TitLPcbYt,,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/0mRxPVluGvxD6TitLPcbYt,0.852,0.463,176.058,0.305,0.00713,0,4,0.553,10,328827,-4.08,0.27,0
4/4/15,2015,Fairly Local,fairly local,twenty one pilots,twenty one pilots,84,0,1,84,New,https://embed.spotify.com/?uri=spotify:track:1s9xuJxhYM0LdVqksjegcg,1s9xuJxhYM0LdVqksjegcg,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1500211,[u'pop punk'],pop,https://api.spotify.com/v1/audio-analysis/1s9xuJxhYM0LdVqksjegcg,0.723,0.084,114.985,0.0569,0.0396,8.57E-05,4,0.715,6,207160,-5.993,0.479,0
4/4/15,2015,Wesley's Theory,wesley's theory,kendrick lamar,kendrick lamar,91,0,1,91,New,https://embed.spotify.com/?uri=spotify:track:77hlBnevpj8cbiH7sc0Iro,77hlBnevpj8cbiH7sc0Iro,,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/77hlBnevpj8cbiH7sc0Iro,0.787,0.26,114.449,0.265,0.359,2.76E-05,4,0.509,7,287360,-6.754,0.507,1
4/4/15,2015,These Walls,these walls,kendrick lamar,kendrick lamar,94,0,1,94,New,https://embed.spotify.com/?uri=spotify:track:4xybr92r9x00MfLwQSvRDa,4xybr92r9x00MfLwQSvRDa,,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/4xybr92r9x00MfLwQSvRDa,0.489,0.202,108.005,0.137,0.11,3.57E-06,4,0.752,1,300973,-5.233,0.373,1
4/4/15,2015,Institutionalized,institutionalized,kendrick lamar,kendrick lamar,99,0,1,99,New,https://embed.spotify.com/?uri=spotify:track:5kqQoLsjAHHxXmVe4oBT83,5kqQoLsjAHHxXmVe4oBT83,,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/5kqQoLsjAHHxXmVe4oBT83,0.731,0.129,81.114,0.453,0.112,1.19E-06,4,0.539,3,271773,-5.085,0.568,0
3/28/15,2015,Ghost,ghost,ella henderson,ella henderson,21,34,20,44,-10,https://embed.spotify.com/?uri=spotify:track:2FiceoWDJ67rrmb5tGBpgE,2FiceoWDJ67rrmb5tGBpgE,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1101400227,"[u'dance pop', u'neo mellow', u'neo soul', u'pop', u'post-teen pop', u'talent show', u'viral pop']",pop,https://api.spotify.com/v1/audio-analysis/2FiceoWDJ67rrmb5tGBpgE,0.836,0.0797,104.987,0.0425,0.0464,3.13E-06,4,0.682,9,216107,-3.777,0.485,1
3/28/15,2015,What We Ain't Got,what we ain't got,jake owen,jake owen,89,89,11,91,-2,https://embed.spotify.com/?uri=spotify:track:3obQ7Qx6YZt8r1KvTv7uk3,3obQ7Qx6YZt8r1KvTv7uk3,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV51400058,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/3obQ7Qx6YZt8r1KvTv7uk3,0.257,0.0899,127.981,0.0344,0.952,3.89E-05,4,0.537,9,218787,-10.447,0.169,1
3/28/15,2015,Masterpiece,masterpiece,jessie j,jessie j,65,0,3,85,Re-Entry,https://embed.spotify.com/?uri=spotify:track:4QnDtVAQlf30wqCLaI5415,4QnDtVAQlf30wqCLaI5415,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402738,"[u'dance pop', u'pop', u'post-teen pop', u'r&b', u'viral pop']",r&b,https://api.spotify.com/v1/audio-analysis/4QnDtVAQlf30wqCLaI5415,0.742,0.0979,143.867,0.0447,0.0202,0,4,0.652,0,220653,-2.659,0.611,0
3/28/15,2015,Conqueror,conqueror,empire cast,empire cast,42,42,2,86,-44,https://embed.spotify.com/?uri=spotify:track:0XdXCURenDTxvcIop4X4ul,0XdXCURenDTxvcIop4X4ul,,"[u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/0XdXCURenDTxvcIop4X4ul,0.589,0.109,130.008,0.0346,0.309,0,4,0.565,0,269280,-6.275,0.381,1
3/21/15,2015,Love Me Harder,love me harder,ariana grande,ariana grande,7,41,22,49,-8,https://embed.spotify.com/?uri=spotify:track:0e5q6Z47J4oU5S0gvfjKpi,0e5q6Z47J4oU5S0gvfjKpi,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402652,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/0e5q6Z47J4oU5S0gvfjKpi,0.714,0.0764,98.992,0.0334,0.00937,0,4,0.472,1,236133,-4.389,0.24,0
3/21/15,2015,Sun Daze,sun daze,florida georgia line,florida georgia line,44,69,20,81,-12,https://embed.spotify.com/?uri=spotify:track:5aV8tqwLem6Duljakqzgar,5aV8tqwLem6Duljakqzgar,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402002,"[u'contemporary country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/5aV8tqwLem6Duljakqzgar,0.946,0.436,170.071,0.043,0.0959,0,4,0.483,4,184933,-3.739,0.834,1
3/21/15,2015,Talladega,talladega,eric church,eric church,43,86,20,90,-4,https://embed.spotify.com/?uri=spotify:track:1TKlBK9cSrM5u4CiL4SETS,1TKlBK9cSrM5u4CiL4SETS,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402517,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/1TKlBK9cSrM5u4CiL4SETS,0.672,0.0885,144,0.0294,0.0538,0.0481,4,0.584,1,262280,-8.309,0.556,1
3/21/15,2015,Try Me,try me,dej loaf,dej loaf,45,96,20,99,-3,https://embed.spotify.com/?uri=spotify:track:2CY92qejUrhyPUASawNVRr,2CY92qejUrhyPUASawNVRr,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21401871,"[u'deep pop r&b', u'detroit hip hop', u'pop', u'pop rap', u'r&b', u'rap', u'trap music']",r&b,https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr,0.81,0.241,170.044,0.0872,0.0071,7.93E-06,4,0.56,0,217573,-8.029,0.247,0
3/21/15,2015,Sledgehammer,sledgehammer,fifth harmony,fifth harmony,40,91,15,98,-7,https://embed.spotify.com/?uri=spotify:track:0QvdM0mzQpphLZVCqVGGjC,0QvdM0mzQpphLZVCqVGGjC,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21402068,"[u'dance pop', u'pop', u'post-teen pop', u'talent show']",pop,https://api.spotify.com/v1/audio-analysis/0QvdM0mzQpphLZVCqVGGjC,0.776,0.0989,99.986,0.0433,0.00503,0.00122,4,0.681,2,232488,-4.399,0.297,1
3/21/15,2015,Like A Cowboy,like a cowboy,randy houser,randy houser,62,65,14,82,-17,https://embed.spotify.com/?uri=spotify:track:6FS45yY6JKwMvAqN6vJD50,6FS45yY6JKwMvAqN6vJD50,,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",country,https://api.spotify.com/v1/audio-analysis/6FS45yY6JKwMvAqN6vJD50,0.696,0.108,139.976,0.0329,0.245,1.18E-06,4,0.509,1,261187,-4.324,0.209,1
3/21/15,2015,Not For Long,not for long,b.o.b,bob,80,95,9,100,-5,https://embed.spotify.com/?uri=spotify:track:6H75Ki32BRrJFQeDNR05s1,6H75Ki32BRrJFQeDNR05s1,,"[u'dance pop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/6H75Ki32BRrJFQeDNR05s1,0.662,0.113,100.054,0.0486,0.0936,0.00057,4,0.837,1,215508,-5.104,0.679,1
3/21/15,2015,Adore,adore,cashmere cat,cashmere cat,93,0,1,93,New,https://embed.spotify.com/?uri=spotify:track:3gR9QL5O6D84caWGvqHJCX,3gR9QL5O6D84caWGvqHJCX,,"[u'downtempo', u'indie r&b', u'pop', u'post-teen pop', u'shiver pop', u'tropical house']",r&b,https://api.spotify.com/v1/audio-analysis/3gR9QL5O6D84caWGvqHJCX,0.622,0.118,138.461,0.0525,0.0798,1.41E-05,4,0.332,5,216000,-5.582,0.23,0
3/21/15,2015,Monster,monster,meek mill,meek mill,96,0,1,96,New,https://embed.spotify.com/?uri=spotify:track:3pw3ZpTrnFJzpbek6o2q0R,3pw3ZpTrnFJzpbek6o2q0R,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/3pw3ZpTrnFJzpbek6o2q0R,0.751,0.337,94.421,0.178,0.0116,0,4,0.673,11,170883,-4.945,0.484,1
3/14/15,2015,Bang Bang,bang bang,"jessie j, ariana grande",jessie j,3,40,31,50,-10,https://embed.spotify.com/?uri=spotify:track:6TCfmi6rb2T5KBG3ctEjYE,6TCfmi6rb2T5KBG3ctEjYE,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71401571,"[u'dance pop', u'pop', u'post-teen pop', u'r&b', u'viral pop']",r&b,https://api.spotify.com/v1/audio-analysis/6TCfmi6rb2T5KBG3ctEjYE,0.784,0.373,150.153,0.0974,0.264,0,4,0.706,0,199387,-3.405,0.728,0
3/14/15,2015,Often,often,the weeknd,the weeknd,59,69,20,68,1,https://embed.spotify.com/?uri=spotify:track:6iuMYAaI1QX4BTerXWgDrw,6iuMYAaI1QX4BTerXWgDrw,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUMV1400286,"[u'canadian pop', u'pop']",r&b,https://api.spotify.com/v1/audio-analysis/6iuMYAaI1QX4BTerXWgDrw,0.622,0.0702,133.943,0.0422,0.251,0,4,0.52,7,250000,-8.421,0.0716,0
3/14/15,2015,Stuck On A Feeling,stuck on a feeling,prince royce,prince royce,43,75,10,88,-13,https://embed.spotify.com/?uri=spotify:track:467EtYDw801TKMxMtGCsFO,467EtYDw801TKMxMtGCsFO,,"[u'bachata', u'latin', u'latin pop', u'merengue urbano', u'pop', u'reggaeton', u'tropical']",pop,https://api.spotify.com/v1/audio-analysis/467EtYDw801TKMxMtGCsFO,0.415,0.139,100.022,0.0559,0.00391,0,4,0.816,1,210344,-6.307,0.304,1
3/14/15,2015,Only One,only one,kanye west,kanye west,35,74,8,92,-18,https://embed.spotify.com/?uri=spotify:track:0j35X8cTq543QDYLOyqB8W,0j35X8cTq543QDYLOyqB8W,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500225,"[u'pop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/0j35X8cTq543QDYLOyqB8W,0.246,0.111,102.208,0.0409,0.939,0,4,0.723,0,280227,-6.026,0.127,1
3/14/15,2015,Glory,glory,common,common,49,99,3,49,50,https://embed.spotify.com/?uri=spotify:track:2fmqPLRFdJNPhLU3b2NSFp,2fmqPLRFdJNPhLU3b2NSFp,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500051,"[u'alternative hip hop', u'dirty south rap', u'gangster rap', u'hardcore hip hop', u'hip hop', u'neo soul', u'pop rap', u'rap', u'southern hip hop']",rap,https://api.spotify.com/v1/audio-analysis/2fmqPLRFdJNPhLU3b2NSFp,0.587,0.13,83.046,0.0417,0.867,0,4,0.567,9,272728,-5.626,0.572,0
3/14/15,2015,No Tellin',no tellin',drake,drake,81,81,2,100,-19,https://embed.spotify.com/?uri=spotify:track:2xpoTj7AeSFVuvD0ibD3Pg,2xpoTj7AeSFVuvD0ibD3Pg,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/2xpoTj7AeSFVuvD0ibD3Pg,0.467,0.135,95.024,0.301,0.543,0,4,0.823,0,310933,-10.394,0.618,0
3/14/15,2015,First Kiss,first kiss,kid rock,kid rock,66,0,1,66,New,https://embed.spotify.com/?uri=spotify:track:5rxZHy9BW9sgjOQ67Zod7n,5rxZHy9BW9sgjOQ67Zod7n,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USWBV1400587,"[u'alternative metal', u'nu metal', u'post-grunge', u'rock']",rock,https://api.spotify.com/v1/audio-analysis/5rxZHy9BW9sgjOQ67Zod7n,0.889,0.0947,131.96,0.0371,0.00388,0,4,0.615,4,280347,-2.539,0.659,1
3/14/15,2015,All Your Fault,all your fault,big sean,big sean,80,0,1,80,New,https://embed.spotify.com/?uri=spotify:track:30CZcZ0NpTXjVJJa5X5nwf,30CZcZ0NpTXjVJJa5X5nwf,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500811,"[u'detroit hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/30CZcZ0NpTXjVJJa5X5nwf,0.738,0.232,199.915,0.357,0.321,0,5,0.609,5,224387,-4.444,0.525,0
3/14/15,2015,You Are In Love,you are in love,taylor swift,taylor swift,83,0,1,83,New,spotify:track:4A2LfnduSTsE8u0ecYROxE,4A2LfnduSTsE8u0ecYROxE,,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/4A2LfnduSTsE8u0ecYROxE,0.465,0.0898,85.026,0.0374,0.708,5.88E-05,4,0.574,2,267107,-8.953,0.328,1
3/14/15,2015,Paradise,paradise,big sean,big sean,99,0,1,99,New,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,7FYH5AW3bVfZHJIQpq3UOA,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402237,"[u'detroit hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,https://api.spotify.com/v1/audio-analysis/7FYH5AW3bVfZHJIQpq3UOA,0.734,0.325,97.998,0.0738,0.0372,0,4,0.822,1,284387,-5.48,0.425,1
3/7/15,2015,Habits (Stay High),habits,tove lo,tove lo,3,47,39,50,-3,https://embed.spotify.com/?uri=spotify:track:18AJRdgUoO9EYn11N7xzaT,18AJRdgUoO9EYn11N7xzaT,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=SEUV71400037,"[u'dance pop', u'metropopolis', u'pop', u'post-teen pop', u'swedish pop', u'swedish synthpop', u'tropical house']",edm,https://api.spotify.com/v1/audio-analysis/18AJRdgUoO9EYn11N7xzaT,0.653,0.0821,110.019,0.0305,0.065,5.84E-05,4,0.734,5,209160,-3.465,0.386,1
3/7/15,2015,Tuesday,tuesday,i love makonnen,i love makonnen,12,40,22,49,-9,https://embed.spotify.com/?uri=spotify:track:0VUciMnzRE044CMn8FYeCY,0VUciMnzRE044CMn8FYeCY,,"[u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",rap,https://api.spotify.com/v1/audio-analysis/0VUciMnzRE044CMn8FYeCY,0.649,0.115,140.203,0.292,0.36,0.000684,4,0.784,0,212154,-6.905,0.499,1
3/7/15,2015,Take It On Back,take it on back,chase bryant,chase bryant,82,83,8,85,-2,https://embed.spotify.com/?uri=spotify:track:47NeBv1KKFoxj9SUwxJjw1,47NeBv1KKFoxj9SUwxJjw1,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=QMKHK1491025,"[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/47NeBv1KKFoxj9SUwxJjw1,0.817,0.0705,157.947,0.0687,0.0126,0,4,0.558,2,244453,-5.352,0.644,1
3/7/15,2015,The Body,the body,wale,wale,87,89,6,91,-2,https://embed.spotify.com/?uri=spotify:track:4JSzFJGovBcmr2y1sj7SR7,4JSzFJGovBcmr2y1sj7SR7,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/4JSzFJGovBcmr2y1sj7SR7,0.542,0.239,109.399,0.076,0.0774,0,4,0.493,9,232661,-8.016,0.172,1
3/7/15,2015,Shots,shots,imagine dragons,imagine dragons,75,98,3,89,9,https://embed.spotify.com/?uri=spotify:track:4ivxQTDPvf8nrUh8H2pfnr,4ivxQTDPvf8nrUh8H2pfnr,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500017,"[u'modern rock', u'vegas indie']",rock,https://api.spotify.com/v1/audio-analysis/4ivxQTDPvf8nrUh8H2pfnr,0.768,0.309,104.949,0.0365,0.00723,0.00458,4,0.565,2,232347,-6.803,0.381,1
3/7/15,2015,Preach,preach,drake,drake,82,85,2,82,3,https://embed.spotify.com/?uri=spotify:track:7n4Kv0ArEyRh8p4wO5fG78,7n4Kv0ArEyRh8p4wO5fG78,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/7n4Kv0ArEyRh8p4wO5fG78,0.511,0.104,65.256,0.475,0.165,8.95E-05,4,0.605,11,236973,-8.094,0.379,0
3/7/15,2015,Used To,used to,drake,drake,84,91,2,84,7,https://embed.spotify.com/?uri=spotify:track:31LIXek4OCRgKJn4RWg5Yb,31LIXek4OCRgKJn4RWg5Yb,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/31LIXek4OCRgKJn4RWg5Yb,0.427,0.0818,96.023,0.107,0.0703,0.00033,4,0.926,10,268480,-7.584,0.305,0
3/7/15,2015,What Kind Of Man,what kind of man,florence + the machine,florence + the machine,88,100,2,88,12,https://embed.spotify.com/?uri=spotify:track:09Ua1o00SlYsiN7Mn3t7ji,09Ua1o00SlYsiN7Mn3t7ji,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71500031,"[u'folk-pop', u'pop']",rock,https://api.spotify.com/v1/audio-analysis/09Ua1o00SlYsiN7Mn3t7ji,0.648,0.129,113.047,0.0425,0.0229,0,4,0.314,11,216176,-4.556,0.153,0
