date,year,title,simple_title,artist,main_artist,peak_pos,last_pos,weeks,rank,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
9/20/08,2008,Mercy,mercy,duffy,duffy,27,97,20,95,2,https://embed.spotify.com/?uri=spotify:track:78twQ5XCFJMTE37ZSU0gsj,78twQ5XCFJMTE37ZSU0gsj,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV70702979,"[u'dance pop', u'folk-pop']",rock,https://api.spotify.com/v1/audio-analysis/78twQ5XCFJMTE37ZSU0gsj,0.85,0.132,129.906,0.0329,0.289,0.00012,4,0.792,0,219920,-3.621,0.965,1
9/20/08,2008,Never Would Have Made It,never would have made it,marvin sapp,marvin sapp,82,98,13,99,-1,https://embed.spotify.com/?uri=spotify:track:3QdBvvYJ9k1CES1e9aYvaA,3QdBvvYJ9k1CES1e9aYvaA,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USZM20800212,[u'gospel'],unknown,https://api.spotify.com/v1/audio-analysis/3QdBvvYJ9k1CES1e9aYvaA,0.559,0.38,168.489,0.118,0.252,0,4,0.338,0,415133,-7.053,0.276,1
9/20/08,2008,Bartender Song (aka Sittin' At A Bar),bartender song,rehab,rehab,71,74,11,74,0,https://embed.spotify.com/?uri=spotify:track:1gewemPOUilb21s7CfMS55,1gewemPOUilb21s7CfMS55,,"[u'big room', u'deep big room', u'dutch house', u'edm', u'electro house', u'pop', u'progressive electro house', u'tropical house']",edm,https://api.spotify.com/v1/audio-analysis/1gewemPOUilb21s7CfMS55,0.689,0.343,75.983,0.0461,0.111,0,4,0.692,4,229040,-5.988,0.641,1
9/20/08,2008,American Boy,american boy,studio all-stars,studio all-stars,52,52,3,93,-41,,,,[],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9/20/08,2008,Swing Ya Rag,swing ya rag,t.i.,ti,62,62,2,92,-30,https://embed.spotify.com/?uri=spotify:track:3S7a5A2bnYXuqI5YQInfAZ,3S7a5A2bnYXuqI5YQInfAZ,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music']",r&b,https://api.spotify.com/v1/audio-analysis/3S7a5A2bnYXuqI5YQInfAZ,0.899,0.375,89.012,0.145,0.138,0,4,0.707,8,198347,-3.752,0.659,1
9/20/08,2008,Cyanide,cyanide,metallica,metallica,50,0,1,50,Hot Shot Debut,spotify:track:2LfonCFEOzFedikP12rTeo,2LfonCFEOzFedikP12rTeo,,"[u'album rock', u'alternative metal', u'classic rock', u'hard rock', u'metal', u'nu metal', u'post-grunge', u'rock', u'speed metal', u'thrash metal']",rock,https://api.spotify.com/v1/audio-analysis/2LfonCFEOzFedikP12rTeo,0.993,0.303,129.255,0.0751,0.000119,0.000335,4,0.313,11,399547,-0.463,0.497,0
9/20/08,2008,"What Up, What's Haapnin'","what up, what's haapnin'",t.i.,ti,84,0,1,84,New,https://embed.spotify.com/?uri=spotify:track:3pqb4Hr7BC66QvBqTYZu9v,3pqb4Hr7BC66QvBqTYZu9v,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music']",r&b,https://api.spotify.com/v1/audio-analysis/3pqb4Hr7BC66QvBqTYZu9v,0.854,0.416,142.948,0.0908,0.0127,0,4,0.416,1,301293,-4.34,0.102,1
9/13/08,2008,No Air,no air,jordin sparks,jordin sparks,3,43,35,50,-7,https://embed.spotify.com/?uri=spotify:track:519tXYJVcrpEMqV2BMbh6E,519tXYJVcrpEMqV2BMbh6E,,"[u'dance pop', u'neo mellow', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'r&b', u'urban contemporary', u'viral pop']",r&b,https://api.spotify.com/v1/audio-analysis/519tXYJVcrpEMqV2BMbh6E,0.759,0.0587,160.033,0.199,0.0521,0,4,0.466,8,264373,-4.978,0.328,0
9/13/08,2008,Take You Down,take you down,chris brown,chris brown,43,77,20,90,-13,https://embed.spotify.com/?uri=spotify:track:3XJpQ65m90QFmogv8MH1pG,3XJpQ65m90QFmogv8MH1pG,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USZM20800157,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']",r&b,https://api.spotify.com/v1/audio-analysis/3XJpQ65m90QFmogv8MH1pG,0.631,0.0666,59.409,0.0807,0.126,0,4,0.387,11,245933,-5.79,0.589,0
9/13/08,2008,Gunpowder & Lead,gunpowder & lead,miranda lambert,miranda lambert,52,89,17,94,-5,https://embed.spotify.com/?uri=spotify:track:4nkUVxnkj2fl7NHxk4PSWq,4nkUVxnkj2fl7NHxk4PSWq,,"[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/4nkUVxnkj2fl7NHxk4PSWq,0.907,0.395,187.826,0.0959,0.153,0,4,0.333,0,191693,-3.191,0.353,1
9/13/08,2008,I'll Be Lovin' U Long Time,i'll be lovin' u long time,mariah carey,mariah carey,58,75,8,91,-16,https://embed.spotify.com/?uri=spotify:track:3qmvIbYkFxsyLgl7myqHr7,3qmvIbYkFxsyLgl7myqHr7,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801562,"[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/3qmvIbYkFxsyLgl7myqHr7,0.731,0.281,178.702,0.125,0.213,0,4,0.465,1,181027,-5.197,0.467,1
9/13/08,2008,Believe,believe,staind,staind,83,83,3,96,-13,https://embed.spotify.com/?uri=spotify:track:098lPAWl2OmsCx64TXH5OQ,098lPAWl2OmsCx64TXH5OQ,,"[u'alternative metal', u'nu metal', u'pop rock', u'post-grunge', u'rap metal', u'rap rock', u'rock']",rap,https://api.spotify.com/v1/audio-analysis/098lPAWl2OmsCx64TXH5OQ,0.736,0.15,113.933,0.0284,0.000659,0.00281,4,0.537,10,257307,-4.721,0.227,0
9/13/08,2008,Change,change,taylor swift,taylor swift,10,39,3,100,-61,https://embed.spotify.com/?uri=spotify:track:0RdcBnAXyH2YZZvcBVu2k6,0RdcBnAXyH2YZZvcBVu2k6,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCJY0803335,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/0RdcBnAXyH2YZZvcBVu2k6,0.731,0.128,96.034,0.0336,0.00391,0,4,0.534,5,281053,-4.157,0.234,1
9/13/08,2008,My Apocalypse,my apocalypse,metallica,metallica,67,0,1,67,New,spotify:track:6qIleHbUTXcGfBfQ8h0R2n,6qIleHbUTXcGfBfQ8h0R2n,,"[u'album rock', u'alternative metal', u'classic rock', u'hard rock', u'metal', u'nu metal', u'post-grunge', u'rock', u'speed metal', u'thrash metal']",rock,https://api.spotify.com/v1/audio-analysis/6qIleHbUTXcGfBfQ8h0R2n,0.993,0.0962,199.915,0.199,0.000199,0.00182,4,0.262,5,301013,-1.27,0.279,0
9/6/08,2008,Bust It Baby Part 2,bust it baby part 2,plies,plies,7,38,22,45,-7,https://embed.spotify.com/?uri=spotify:track:4pkyUUoPFqsZHtWe6nkEG0,4pkyUUoPFqsZHtWe6nkEG0,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music']",r&b,https://api.spotify.com/v1/audio-analysis/4pkyUUoPFqsZHtWe6nkEG0,0.809,0.38,78.983,0.0999,0.0406,0,4,0.672,5,230800,-6.234,0.754,0
9/6/08,2008,Handlebars,handlebars,flobots,flobots,37,44,20,54,-10,https://embed.spotify.com/?uri=spotify:track:6JH9yWhgbm0y9iAJhCslNc,6JH9yWhgbm0y9iAJhCslNc,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801035,"[u'comic', u'pop rap']",rap,https://api.spotify.com/v1/audio-analysis/6JH9yWhgbm0y9iAJhCslNc,0.572,0.1,141.939,0.0868,0.0227,0,4,0.7,5,206813,-7.19,0.55,1
9/6/08,2008,Home,home,blake shelton,blake shelton,41,75,20,88,-13,https://embed.spotify.com/?uri=spotify:track:7bkUOZXh8FDTcQmeAP9r6n,7bkUOZXh8FDTcQmeAP9r6n,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/7bkUOZXh8FDTcQmeAP9r6n,0.436,0.114,127.836,0.0259,0.548,4.62E-06,4,0.558,7,230147,-7.433,0.314,1
9/6/08,2008,Teenage Love Affair,teenage love affair,alicia keys,alicia keys,54,97,16,100,-3,https://embed.spotify.com/?uri=spotify:track:6lQMz8E5JIB0gePDWxHwam,6lQMz8E5JIB0gePDWxHwam,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USJRV0800001,"[u'hip pop', u'neo soul', u'pop', u'post-teen pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/6lQMz8E5JIB0gePDWxHwam,0.821,0.204,87.524,0.169,0.656,0,4,0.608,11,190200,-4.704,0.631,1
9/6/08,2008,Girls Around The World,girls around the world,lloyd,lloyd,64,86,14,95,-9,https://embed.spotify.com/?uri=spotify:track:62fOjFH9L4XxdWAjTEEAOS,62fOjFH9L4XxdWAjTEEAOS,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801241,[u'israeli pop'],pop,https://api.spotify.com/v1/audio-analysis/62fOjFH9L4XxdWAjTEEAOS,0.792,0.206,97.624,0.107,0.024,0.000434,4,0.723,7,234747,-10.053,0.607,1
9/6/08,2008,Put A Girl In It,put a girl in it,brooks,brooks,54,70,13,91,-21,https://embed.spotify.com/?uri=spotify:track:1WVwpUecCDB1GgMDA1lFnZ,1WVwpUecCDB1GgMDA1lFnZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=OLABL0800143,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive electro house']",edm,https://api.spotify.com/v1/audio-analysis/1WVwpUecCDB1GgMDA1lFnZ,0.952,0.0622,119.965,0.0623,0.0336,0.00112,4,0.589,4,207880,-3.317,0.784,1
9/6/08,2008,Marco Polo,marco polo,bow wow,bow wow,66,95,3,99,-4,https://embed.spotify.com/?uri=spotify:track:6PbmwI4M1degwom47uZc4H,6PbmwI4M1degwom47uZc4H,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20802275,"[u'dance pop', u'dirty south rap', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/6PbmwI4M1degwom47uZc4H,0.695,0.22,139.968,0.242,0.696,0,4,0.872,5,258577,-5.153,0.781,1
9/6/08,2008,Dreamer,dreamer,chris brown,chris brown,16,16,2,41,-25,https://embed.spotify.com/?uri=spotify:track:4v2mcqeFJTIIL4HO6wridQ,4v2mcqeFJTIIL4HO6wridQ,,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']",r&b,https://api.spotify.com/v1/audio-analysis/4v2mcqeFJTIIL4HO6wridQ,0.826,0.317,89.785,0.0482,0.0687,0,4,0.374,0,213080,-5.175,0.342,1
8/30/08,2008,What You Got,what you got,colby o'donis,colby o'donis,14,40,25,49,-9,https://embed.spotify.com/?uri=spotify:track:3MldzywZOH4Uci6bq9noyJ,3MldzywZOH4Uci6bq9noyJ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70800678,"[u'alternative r&b', u'dance pop']",r&b,https://api.spotify.com/v1/audio-analysis/3MldzywZOH4Uci6bq9noyJ,0.631,0.168,119.965,0.0395,0.0308,0,4,0.771,1,243013,-6.795,0.283,1
8/30/08,2008,Last Name,last name,carrie underwood,carrie underwood,19,82,20,90,-8,https://embed.spotify.com/?uri=spotify:track:44xWtabQzBHKXxD0UVLSNQ,44xWtabQzBHKXxD0UVLSNQ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBE430800031,"[u'contemporary country', u'country', u'country dawn', u'dance pop', u'pop', u'post-teen pop']",country,https://api.spotify.com/v1/audio-analysis/44xWtabQzBHKXxD0UVLSNQ,0.869,0.0874,159.833,0.109,0.194,0,4,0.395,3,241053,-3.154,0.688,1
8/30/08,2008,Get Silly,get silly,v.i.c.,vic,29,67,17,99,-32,https://embed.spotify.com/?uri=spotify:track:6ewmZ7vUOjitwsg4yJ6xhX,6ewmZ7vUOjitwsg4yJ6xhX,,"[u'hip hop', u'indie r&b', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",r&b,https://api.spotify.com/v1/audio-analysis/6ewmZ7vUOjitwsg4yJ6xhX,0.814,0.0588,75.01,0.353,0.0769,0,4,0.846,1,227120,-4.945,0.671,1
8/30/08,2008,Lookin Boy,lookin boy,hot stylz,hot stylz,47,70,11,89,-19,https://embed.spotify.com/?uri=spotify:track:00RYiT3a2lNQ1wTKBQXWSw,00RYiT3a2lNQ1wTKBQXWSw,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USZM20800310,[],unknown,https://api.spotify.com/v1/audio-analysis/00RYiT3a2lNQ1wTKBQXWSw,0.687,0.0724,149.989,0.308,0.213,0,4,0.85,0,207013,-5.995,0.502,0
8/30/08,2008,Breakout,breakout,miley cyrus,miley cyrus,56,77,4,100,-23,https://embed.spotify.com/?uri=spotify:track:131RmhQ2mHtY29K1xX3SHW,131RmhQ2mHtY29K1xX3SHW,,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/131RmhQ2mHtY29K1xX3SHW,0.852,0.234,159.981,0.0565,0.000171,3.63E-06,4,0.44,4,206160,-3.677,0.823,1
8/30/08,2008,BB Good,bb good,jonas brothers,jonas brothers,88,0,1,88,New,https://embed.spotify.com/?uri=spotify:track:18JpZ9YxMiIQgZpaLX33Je,18JpZ9YxMiIQgZpaLX33Je,,"[u'boy band', u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/18JpZ9YxMiIQgZpaLX33Je,0.901,0.0546,135.009,0.0398,0.0294,0.000139,4,0.656,4,176240,-5.213,0.891,1
8/30/08,2008,Real,real,goo goo dolls,goo goo dolls,92,0,1,92,New,https://embed.spotify.com/?uri=spotify:track:5gWnJbOpNKAcOZw7snskjK,5gWnJbOpNKAcOZw7snskjK,,"[u'neo mellow', u'permanent wave', u'pop rock', u'post-grunge']",rock,https://api.spotify.com/v1/audio-analysis/5gWnJbOpNKAcOZw7snskjK,0.618,0.0908,82.939,0.0296,0.00038,2.41E-05,4,0.363,0,244973,-5.147,0.412,1
8/30/08,2008,Warrior,warrior,nelly,nelly,96,0,1,96,New,https://embed.spotify.com/?uri=spotify:track:6HJxRRkjtTwMkTs5Yzi7MD,6HJxRRkjtTwMkTs5Yzi7MD,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/6HJxRRkjtTwMkTs5Yzi7MD,0.638,0.0597,85.146,0.426,0.212,0,4,0.487,1,164360,-6.225,0.779,1
8/30/08,2008,Something Special,something special,colbie caillat,colbie caillat,98,0,1,98,New,,,,"[u'acoustic pop', u'dance pop', u'folk-pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",rock,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8/23/08,2008,Love Song,love song,sara bareilles,sara bareilles,4,45,41,47,-2,https://embed.spotify.com/?uri=spotify:track:4E6cwWJWZw2zWf7VFbH7wf,4E6cwWJWZw2zWf7VFbH7wf,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20702702,"[u'acoustic pop', u'dance pop', u'folk-pop', u'lilith', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",rock,https://api.spotify.com/v1/audio-analysis/4E6cwWJWZw2zWf7VFbH7wf,0.786,0.188,123.052,0.0301,0.0208,0,4,0.583,2,258827,-3.142,0.573,0
8/23/08,2008,In Love With A Girl,in love with a girl,gavin degraw,gavin degraw,24,43,23,50,-7,https://embed.spotify.com/?uri=spotify:track:3zcmWxxUA7Em7X3IBqZGUo,3zcmWxxUA7Em7X3IBqZGUo,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USJRV0800003,"[u'acoustic pop', u'neo mellow', u'pop', u'pop rock', u'singer-songwriter', u'viral pop']",rock,https://api.spotify.com/v1/audio-analysis/3zcmWxxUA7Em7X3IBqZGUo,0.906,0.373,161.905,0.0439,0.0193,0,4,0.439,3,206000,-4.8,0.687,1
8/23/08,2008,Damaged,damaged,danity kane,danity kane,10,40,22,45,-5,https://embed.spotify.com/?uri=spotify:track:4yHFxB8kzzeuNvoouR8N0N,4yHFxB8kzzeuNvoouR8N0N,,"[u'dance pop', u'hip pop', u'post-teen pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/4yHFxB8kzzeuNvoouR8N0N,0.653,0.151,120.01,0.05,0.0912,0,4,0.774,8,244267,-5.158,0.818,0
8/23/08,2008,Pork And Beans,pork and beans,weezer,weezer,64,88,15,95,-7,https://embed.spotify.com/?uri=spotify:track:7wclPheMJAUKn2njmO2s3A,7wclPheMJAUKn2njmO2s3A,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801245,"[u'alternative rock', u'garage rock', u'indie pop', u'indie rock', u'modern rock', u'permanent wave', u'pop punk', u'pop rock', u'post-grunge', u'rock']",rock,https://api.spotify.com/v1/audio-analysis/7wclPheMJAUKn2njmO2s3A,0.615,0.154,119.843,0.0338,0.0132,9.41E-06,4,0.594,6,189400,-6.526,0.722,1
8/23/08,2008,Summertime,summertime,new kids on the block,new kids on the block,36,62,13,86,-24,https://embed.spotify.com/?uri=spotify:track:6WZ7g8fpIXkf1ySWn3GA5O,6WZ7g8fpIXkf1ySWn3GA5O,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801248,"[u'boy band', u'dance pop']",pop,https://api.spotify.com/v1/audio-analysis/6WZ7g8fpIXkf1ySWn3GA5O,0.769,0.0694,167.988,0.163,0.0116,0,4,0.561,4,202413,-7.378,0.73,1
8/23/08,2008,Come On Over,come on over,jessica simpson,jessica simpson,65,87,7,94,-7,https://embed.spotify.com/?uri=spotify:track:4Z4HrH47UW6Vc4s76hAsSL,4Z4HrH47UW6Vc4s76hAsSL,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20802202,"[u'dance pop', u'pop', u'pop rock', u'post-teen pop', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/4Z4HrH47UW6Vc4s76hAsSL,0.859,0.117,110.037,0.0318,0.214,0,4,0.675,11,171413,-2.57,0.556,1
8/23/08,2008,Learning How To Bend,learning how to bend,gary allan,gary allan,96,98,4,100,-2,https://embed.spotify.com/?uri=spotify:track:4s74ZQGzkOKumax5AqZrWC,4s74ZQGzkOKumax5AqZrWC,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70801117,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'outlaw country', u'texas country']",country,https://api.spotify.com/v1/audio-analysis/4s74ZQGzkOKumax5AqZrWC,0.739,0.523,98.973,0.0319,0.0465,0.000169,4,0.511,2,205800,-4.453,0.343,1
8/23/08,2008,A Little Bit Longer,a little bit longer,jonas brothers,jonas brothers,11,0,1,11,Hot Shot Debut,https://embed.spotify.com/?uri=spotify:track:5DeQvZfnYxhuDDCLYoIoeM,5DeQvZfnYxhuDDCLYoIoeM,,"[u'boy band', u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/5DeQvZfnYxhuDDCLYoIoeM,0.619,0.231,156.359,0.0331,0.0228,0,4,0.302,0,205013,-4.812,0.291,1
8/23/08,2008,What If It All Goes Right,what if it all goes right,melissa lawson,melissa lawson,79,0,1,79,New,https://embed.spotify.com/?uri=spotify:track:5lFRQzNq8ew9QVvuEBTZIb,5lFRQzNq8ew9QVvuEBTZIb,,[],unknown,https://api.spotify.com/v1/audio-analysis/5lFRQzNq8ew9QVvuEBTZIb,0.8,0.217,99.985,0.0294,0.323,8.36E-05,4,0.632,4,194107,-3.796,0.265,1
8/16/08,2008,Realize,realize,colbie caillat,colbie caillat,20,42,26,47,-5,https://embed.spotify.com/?uri=spotify:track:5OGkKx8jP0A5KSULEc6XYZ,5OGkKx8jP0A5KSULEc6XYZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70704957,"[u'acoustic pop', u'dance pop', u'folk-pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",rock,https://api.spotify.com/v1/audio-analysis/5OGkKx8jP0A5KSULEc6XYZ,0.607,0.105,123.95,0.0347,0.142,0,4,0.699,1,244107,-6.312,0.156,1
8/16/08,2008,Love In This Club,love in this club,usher,usher,1,39,25,48,-9,https://embed.spotify.com/?uri=spotify:track:5j0McHPthKpOXRr3fBq8M0,5j0McHPthKpOXRr3fBq8M0,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USLV40800003,"[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/5j0McHPthKpOXRr3fBq8M0,0.712,0.167,140.012,0.0732,0.0572,0,4,0.573,0,259720,-5.976,0.346,1
8/16/08,2008,4 Minutes,4 minutes,madonna,madonna,3,60,20,69,-9,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,1oHClQEgDmmbcEx12Kc5nZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USWBV0800040,"[u'dance pop', u'europop', u'pop', u'pop rock']",rock,https://api.spotify.com/v1/audio-analysis/1oHClQEgDmmbcEx12Kc5nZ,0.931,0.234,113.029,0.0652,0.00994,0.00696,4,0.753,2,189693,-4.922,0.767,1
8/16/08,2008,Back When I Knew It All,back when i knew it all,montgomery gentry,montgomery gentry,56,85,18,97,-12,https://embed.spotify.com/?uri=spotify:track:5FswubJV9JkSOsumQsqAy0,5FswubJV9JkSOsumQsqAy0,,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",country,https://api.spotify.com/v1/audio-analysis/5FswubJV9JkSOsumQsqAy0,0.817,0.429,124.074,0.0335,0.00275,4.36E-05,4,0.616,2,237480,-5.544,0.474,1
8/16/08,2008,Te Quiero,te quiero,flex,flex,86,98,17,94,4,spotify:track:1Z4IqxukC6Yuer0nK7rC2R,1Z4IqxukC6Yuer0nK7rC2R,,"[u'latin', u'latin hip hop', u'panamanian pop', u'reggaeton', u'tropical']",rap,https://api.spotify.com/v1/audio-analysis/1Z4IqxukC6Yuer0nK7rC2R,0.598,0.319,83.946,0.0424,0.00314,0,4,0.536,1,199110,-9.608,0.465,1
8/16/08,2008,Better As A Memory,better as a memory,kenny chesney,kenny chesney,46,90,17,99,-9,https://embed.spotify.com/?uri=spotify:track:5Wz9a5T5T3JgVDxMpX9BFu,5Wz9a5T5T3JgVDxMpX9BFu,,"[u'contemporary country', u'country', u'country road']",country,https://api.spotify.com/v1/audio-analysis/5Wz9a5T5T3JgVDxMpX9BFu,0.302,0.133,70.932,0.033,0.433,3.30E-05,4,0.576,2,252707,-11.845,0.145,1
8/16/08,2008,This Is Me,this is me,demi lovato,demi lovato,9,69,7,93,-24,spotify:track:5pomCBdsTZSDCFHH8BAUQe,5pomCBdsTZSDCFHH8BAUQe,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USWV20820717,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/5pomCBdsTZSDCFHH8BAUQe,0.836,0.089,90.878,0.0393,0.0159,0,4,0.484,1,189173,-2.767,0.594,1
8/16/08,2008,Buzzin',buzzin',shwayze,shwayze,46,46,5,51,-5,https://embed.spotify.com/?uri=spotify:track:3wQaW4rEZe7AaDrlrX4eDy,3wQaW4rEZe7AaDrlrX4eDy,,"[u'indie pop rap', u'pop rap', u'reggae rock']",rap,https://api.spotify.com/v1/audio-analysis/3wQaW4rEZe7AaDrlrX4eDy,0.572,0.0751,93.007,0.0587,0.0204,0,4,0.85,2,212280,-8.088,0.249,1
8/9/08,2008,Low,low,flo rida,flo rida,1,44,40,49,-5,spotify:track:0CAfXk7DXMnon4gLudAp7J,0CAfXk7DXMnon4gLudAp7J,,"[u'dance pop', u'edm', u'pop', u'pop rap', u'post-teen pop']",rap,https://api.spotify.com/v1/audio-analysis/0CAfXk7DXMnon4gLudAp7J,0.609,0.139,128.008,0.0791,0.0928,0,4,0.918,10,231400,-5.64,0.304,0
8/9/08,2008,Sexy Can I,sexy can i,ray j,ray j,3,33,26,43,-10,https://embed.spotify.com/?uri=spotify:track:0DdpxWfVvUGgkJv5536tiF,0DdpxWfVvUGgkJv5536tiF,,"[u'alternative r&b', u'dance pop', u'deep pop r&b', u'hip pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/0DdpxWfVvUGgkJv5536tiF,0.684,0.614,172.155,0.325,0.299,0,4,0.575,1,204040,-6.007,0.926,1
8/9/08,2008,I'm Still A Guy,i'm still a guy,brad paisley,brad paisley,33,76,20,83,-7,https://embed.spotify.com/?uri=spotify:track:10K3cLNxSH5XLs9X951hLR,10K3cLNxSH5XLs9X951hLR,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/10K3cLNxSH5XLs9X951hLR,0.599,0.0882,163.729,0.0316,0.104,0,3,0.494,2,248787,-6.836,0.457,1
8/9/08,2008,Love In This Club Part II,love in this club part ii,usher,usher,25,83,14,100,-17,https://embed.spotify.com/?uri=spotify:track:2bppvcuQhuMcJZHtM9So7r,2bppvcuQhuMcJZHtM9So7r,,"[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/2bppvcuQhuMcJZHtM9So7r,0.487,0.146,138.893,0.113,0.0322,0,4,0.623,1,309040,-7.954,0.507,1
